applicationId,enabled,language,os,region,date,userCount
0RDCKGV7GJL7,,,,,2022-08-28,2
0RDCKGV7GJL7,,,,,2022-09-11,41
0RDCKGV7GJL7,,,,,2022-09-18,35
0RDCKGV7GJL7,,,,,2022-09-25,70
0RDCKGV7GJL7,,,,,2022-10-02,57
0RDCKGV7GJL7,,,,,2022-10-09,37
0RDCKGV7GJL7,,,,,2022-10-16,47
0RDCKGV7GJL7,,,,,2022-10-23,81
0RDCKGV7GJL7,,,,,2022-10-30,48
0RDCKGV7GJL7,,,,,2022-11-06,71
0RDCKGV7GJL7,,,,,2022-11-13,58
0RDCKGV7GJL7,,,,,2022-11-20,46
0RDCKGV7GJL7,,,,,2022-11-27,40
0RDCKGV7GJL7,,,,,2022-12-04,91
0RDCKGV7GJL7,,,,,2022-12-11,56
0RDCKGV7GJL7,,,,,2022-12-18,52
0RDCKGV7GJL7,,,,,2022-12-25,52
0RDCKGV7GJL7,,,,,2023-01-01,77
0RDCKGV7GJL7,,,,,2023-01-08,68
0RDCKGV7GJL7,,,,,2023-01-15,74
0RDCKGV7GJL7,,,,,2023-01-22,89
0RDCKGV7GJL7,,,,,2023-01-29,40
0RDCKGV7GJL7,,,,,2023-02-05,81
0RDCKGV7GJL7,,,,,2023-02-12,132
0RDCKGV7GJL7,,,,,2023-02-19,114
0RDCKGV7GJL7,,,,,2023-02-26,115
0RDCKGV7GJL7,,,,,2023-03-05,145
0RDCKGV7GJL7,,,,,2023-03-12,124
0RDCKGV7GJL7,,,,,2023-03-19,102
0RDCKGV7GJL7,,,,,2023-03-26,129
0RDCKGV7GJL7,,,,,2023-04-02,177
0RDCKGV7GJL7,,,,,2023-04-16,425
0RDCKGV7GJL7,,,,,2023-04-23,659
0RDCKGV7GJL7,,,,,2023-04-30,800
0RDCKGV7GJL7,,,,,2023-05-07,908
0RDCKGV7GJL7,,,,,2023-05-14,1358
0RDCKGV7GJL7,,,,,2023-05-21,1202
0RDCKGV7GJL7,,,,,2023-05-28,1492
0RDCKGV7GJL7,,,,,2023-06-04,1591
0RDCKGV7GJL7,,,,,2023-06-11,1886
0RDCKGV7GJL7,,,,,2023-06-18,2122
0RDCKGV7GJL7,,,,,2023-06-25,2286
0RDCKGV7GJL7,,,,,2023-07-02,2202
0RDCKGV7GJL7,,,,,2023-07-09,2265
0RDCKGV7GJL7,,,,,2023-07-16,2539
0RDCKGV7GJL7,,,,,2023-07-23,2654
0RDCKGV7GJL7,,,,,2023-07-30,2833
0RDCKGV7GJL7,,,,,2023-08-06,2663
0RDCKGV7GJL7,,,,,2023-08-13,3050
0RDCKGV7GJL7,,,,,2023-08-20,3162
0RDCKGV7GJL7,,,,,2023-08-27,4274
0RDCKGV7GJL7,,,,,2023-09-03,5099
0RDCKGV7GJL7,,,,,2023-09-10,5338
0RDCKGV7GJL7,,,,,2023-09-17,5996
0RDCKGV7GJL7,,,,,2023-09-24,5541
0RDCKGV7GJL7,,,,,2023-10-01,5533
0RDCKGV7GJL7,,,,,2023-10-08,5339
0RDCKGV7GJL7,,,,,2023-10-15,6106
0RDCKGV7GJL7,,,,,2023-10-22,6365
0RDCKGV7GJL7,,,,,2023-10-29,6409
0RDCKGV7GJL7,,,,,2023-11-05,6902
0RDCKGV7GJL7,,,,,2023-11-12,7169
0RDCKGV7GJL7,,,,,2023-11-19,7289
0RDCKGV7GJL7,,,,,2023-11-26,7874
0RDCKGV7GJL7,,,,,2023-12-03,8447
0RDCKGV7GJL7,,,,,2023-12-10,8699
0RDCKGV7GJL7,,,,,2023-12-17,9103
0RDCKGV7GJL7,,,,,2023-12-24,8689
0RDCKGV7GJL7,,,,,2023-12-31,6994
0RDCKGV7GJL7,,,,,2024-01-07,8620
0RDCKGV7GJL7,,,,,2024-01-14,9454
0RDCKGV7GJL7,,,,,2024-01-21,9926
0RDCKGV7GJL7,,,,,2024-01-28,10298
0RDCKGV7GJL7,,,,,2024-02-04,12071
0RDCKGV7GJL7,,,,,2024-02-11,13239
0RDCKGV7GJL7,,,,,2024-02-18,13290
0RDCKGV7GJL7,,,,,2024-02-25,12814
0RDCKGV7GJL7,,,,,2024-03-03,12848
0RDCKGV7GJL7,,,,,2024-03-10,13507
0RDCKGV7GJL7,,,,,2024-03-17,13697
0RDCKGV7GJL7,,,,,2024-03-24,13968
0RDCKGV7GJL7,,,,,2024-03-31,13692
0RDCKGV7GJL7,,,,,2024-04-07,15116
0RDCKGV7GJL7,,,,,2024-04-14,15220
0RDCKGV7GJL7,,,,,2024-04-21,16574
0RDCKGV7GJL7,,,,,2024-04-28,16922
0RDCKGV7GJL7,,,,,2024-05-05,16033
0RDCKGV7GJL7,,,,,2024-05-12,16237
0RDCKGV7GJL7,,,,,2024-05-19,18077
0RDCKGV7GJL7,,,,,2024-05-26,18498
0RDCKGV7GJL7,,,,,2024-06-02,18616
0RDCKGV7GJL7,,,,,2024-06-09,17807
0RDCKGV7GJL7,,,,,2024-06-16,18052
0RDCKGV7GJL7,,,,,2024-06-23,18149
0RDCKGV7GJL7,,,,,2024-06-30,17875
0RDCKGV7GJL7,,,,,2024-07-07,17407
0RDCKGV7GJL7,,,,,2024-07-14,18318
0RDCKGV7GJL7,,,,,2024-07-21,19171
0RDCKGV7GJL7,,,,,2024-07-28,19471
0RDCKGV7GJL7,,,,,2024-08-04,19830
0RDCKGV7GJL7,,,,,2024-08-11,18417
0RDCKGV7GJL7,,,,,2024-08-18,16792
0RDCKGV7GJL7,,,,,2024-08-25,18677
0RDCKGV7GJL7,,,,,2024-09-01,17455
0RDCKGV7GJL7,,,,,2024-09-08,17204
0RDCKGV7GJL7,,,,,2024-09-15,18421
0RDCKGV7GJL7,,,,,2024-09-22,18283
0RDCKGV7GJL7,,,,,2024-09-29,18377
0RDCKGV7GJL7,,,,,2024-10-06,17257
0RDCKGV7GJL7,,,,,2024-10-13,18500
0RDCKGV7GJL7,,,,,2024-10-20,20113
0RDCKGV7GJL7,,,,,2024-10-27,11524
0RDCKGV7GJL7,,,,,2024-11-03,11080
0RDCKGV7GJL7,,,,,2024-11-10,11218
0RDCKGV7GJL7,,,,,2024-11-17,11534
0RDCKGV7GJL7,,,,,2024-11-24,11598
0RDCKGV7GJL7,,,,,2024-12-01,11220
0RDCKGV7GJL7,,,,,2024-12-08,11396
0RDCKGV7GJL7,,,,,2024-12-15,10625
0RDCKGV7GJL7,,,,,2024-12-22,10202
0RDCKGV7GJL7,,,,,2024-12-29,7833
0RDCKGV7GJL7,,,,,2025-01-05,8017
0RDCKGV7GJL7,,,,,2025-01-12,10000
0RDCKGV7GJL7,,,,,2025-01-19,10341
0RDCKGV7GJL7,,,,,2025-01-26,10610
0RDCKGV7GJL7,,,,,2025-02-02,10197
0RDCKGV7GJL7,,,,,2025-02-09,10323
0RDCKGV7GJL7,,,,,2025-02-16,10194
0RDCKGV7GJL7,,,,,2025-02-23,10554
0RDCKGV7GJL7,,,,,2025-03-02,10338
0RDCKGV7GJL7,,,,,2025-03-09,10307
0RDCKGV7GJL7,,,,,2025-03-16,10863
0RDCKGV7GJL7,,,,,2025-03-23,10282
0RDCKGV7GJL7,,,,,2025-03-30,9962
0RDCKGV7GJL7,,,,,2025-04-06,9585
0RDCKGV7GJL7,,,,,2025-04-13,9906
0RDCKGV7GJL7,,,,,2025-04-20,9443
0RDCKGV7GJL7,,,,,2025-04-27,9397
0RDCKGV7GJL7,,,,,2025-05-04,9195